,Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_AgeGroup,Defendant_IndigencyStatus,PriorConvs_Fel,PriorConvs_Misd,PriorFTAConvs,PriorVPRAIViolConvs,PriorVPRAIViolConvs_Fel,PriorVPRAIViolConvs_Misd,WhetherDefendantWasReleasedPretrial,BondTypeAtInitialContact,BondAmountAtInitialContact,ContactEvent_WhetherOffensePunishablebyIncaration,CaseType_MostSerChargeinContactEvent_regardlessofFinalDisp,CurrentCharge_VPRAIViolent,CurrentCharge_PSAViolent,FinalDispositionAllCharges_v1,ImposedSentenceMostSeriousConvictionInContactEvent,VPRAI_TotalPoints_Opt1,VPRAI_RiskLevel_Opt2,VPRAI_TotalPoints_Opt2,VPRAI_RiskLevel_Opt2,VPRAI_PTPlacementRiskLevel,PSA_FTA_TotalPoints,PSA_FTA_RiskLevelScale,PSA_NCA_TotalPoints,PSA_NCA_RiskLevelScale,UnemploymentRate_October2017_BureauofLaborStatistics,GiniIndex,WhiteAlonePercentage_PopulationEstimate_2017_Census,AfricanAmericanAlonepercentage_PopulationEstimate_2017,AsianAlonepercentage_PopulationEstimate_2017_Census,Male_MedianAge_2017Census,Female_MedianAge_2017Census,FollowUp_ArrestedforNewOff,FollowUp_ChargedWithNewFTA,NewArrest_VCC,NewArrest_Type,NewArrest_VCCClassification,NewArrest_Disposition,FollowUp_ArrestedForNewOffPunishableByIncarceration,NewArrestPunishableByIncarceration_Type,FollowUp_NewFelonyArrest,NewFelonyArrest_VCC,NewFelonyArrest_VCCPrefix,NewFelonyArrest_VCCClassification,NewFelonyArrest_Type,NewFelonyArrest_Disposition,FollowUp_NewVPRAIViolentArrest,NewVPRAIViolentArrest_VCC,NewVPRAIViolentArrest_VCCPrefix,NewVaCode297ViolentOff_VCC,NewVaCode297ViolentOff_Disposition,recid
16724,F,W,31,3,0,0,0,0,0,0,0,1,1, ,1,S,0,0,5,.328542094455852,0,1,1,1, ,0,1,0,1,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16725,M,B,27,3,1,0,0,0,0,0,0,1,2,2500,1,M,1,1,5,.985626283367556,0,1,1,1,2,0,1,0,1,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16726,M,W,27,3,0,0,0,0,0,0,0,0,1, ,0,S,0,0,4, ,4,3,5,3, ,1,2,3,3,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16727,M,W,25,2,9,0,2,0,2,0,2,1,3,1000,1,M,1,1,3, ,7,4,8,4, ,1,2,3,3,4.2,.46,96,2.3,.5,43.9,46.7,1,0,LIC6809M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
16728,F,W,39,4,1,0,1,0,1,0,1,1,2,1000,1,M,1,1,5,12,2,2,3,2, ,1,2,2,2,3.5,.45,96.7,1.5,.5,44.7,47.4,1,0,WPN5303F6,F,F6,1,1,F,1,WPN5303F6,WPN,F6,F,1,0, , , , ,1
16729,M,B,23,2,0,0,3,0,0,0,0,1,3,5000,1,M,1,1,1, ,8,5,9,5, ,2,3,6,4,2.6,.44,66,23.4,6.7,36.5,37,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16730,M,W,27,3,1,0,2,0,2,0,2,0,1, ,1,S,0,0,5,.328542094455852,3,2,4,2, ,3,4,4,3,4,.45,90.3,5.8,1.3,40.1,45.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16731,M,B,18,2,1,0,0,0,0,0,0,1,3,500,1,M,1,1,1, ,0,1,1,1, ,0,1,2,2,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16732,F,B,30,3,0,1,0,0,0,0,0,1,3,1000,1,S,0,0,5,0,2,2,3,2, ,1,2,1,2,5.1,.48,45.8,50.8,1.2,37.5,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16733,M,B,24,2,0,0,0,0,0,0,0,1,3,1500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,4.6,.46,38.8,58,.9,37.1,44.5,1,0,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
16734,M,B,28,3,1,0,0,0,0,0,0,1,2,2000,1,M,1,1,5,0,0,1,1,1,2,0,1,0,1,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16735,M,B,54,5,1,6,1,0,1,0,1,1,3,5000,1,S,0,0,1, ,3,2,4,2, ,2,3,5,4,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16736,M,W,18,2,1,0,0,0,0,0,0,0,1, ,1,S,0,0,2, ,0,1,1,1, ,0,1,2,2,4.3,.48,65.9,28.4,2.9,27,29.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16737,M,B,22,2,1,0,4,1,2,0,2,1,2,2000,1,M,1,1,5,2,4,3,5,3,2,5,5,7,5,4.1,.43,49.1,42.4,3.4,32,35.3,1,0,WPN5251M1,M,M1,0,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
16738,F,B,39,4,1,0,2,0,0,0,0,1,3,5000,1,S,0,0,5,.328542094455852,4,3,5,3, ,2,3,4,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16739,M,W,56,6,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16740,M,B,38,4,1,0,2,0,1,0,1,1,3,1000,1,M,1,1,3, ,5,3,6,3, ,5,5,6,4,4.1,.49,49.2,42.5,3.8,28.9,33.1,1,1,CON3210S9,M,S9,8,1,M,0, , , , , ,0, , , , ,1
16741,F,B,19,2,1,0,0,0,0,0,0,1,3,2000,1,M,1,1,1, ,0,1,1,1, ,0,1,2,2,4.8,.42,40.4,54.6,1.4,33.7,37.3,1,0,FRD2743F9,F,F9,8,1,F,1,FRD2743F9,FRD,F9,F,8,0, , , , ,1
16742,M,B,41,4,0,0,0,0,0,0,0,1,3,2000,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16743,F,B,27,3,1,0,0,0,0,0,0,1,3,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16744,M,B,41,4,1,0,3,1,0,0,0,1,3,1500,1,S,0,0,1, ,2,2,3,2, ,3,4,4,3,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16745,M,W,39,4,1,8,0,0,0,0,0,1,3,2000,1,M,1,0,1, ,2,2,3,2, ,1,2,1,2,3.2,.44,87.9,7.5,2.1,37.9,42.4,1,0,LIC6806M3,M,M3,1,0, ,0, , , , , ,0, , , , ,1
16746,M,B,32,3,9,0,2,2,0,0,0,1,3,1500,1,M,0,0,3, ,5,3,6,3, ,3,4,4,3,3.6,.43,52.4,42.4,1.9,36.4,39.3,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16747,M,B,33,3,1,10,4,2,1,0,1,1,3,5000,1,M,1,1,1, ,9,5,10,5, ,3,4,8,5,3.6,.43,52.4,42.4,1.9,36.4,39.3,1,0,DES3237M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
16748,M,W,61,6,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16749,F,W,34,3,0,0,0,0,0,0,0,1,3,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16750,M,B,27,3,0,0,0,0,0,0,0,1,2,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,1,1,CON5010M9,M,M9,0,1,M,0, , , , , ,0, , , , ,1
16751,M,W,29,3,0,0,2,0,0,0,0,1,3,2500,1,M,1,1,1, ,4,3,5,3, ,2,3,4,3,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16752,F,W,27,3,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16753,M,W,53,5,0,0,4,0,2,0,2,1,1, ,1,F,1,1,5,0,3,2,4,2,3,1,2,2,2,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16754,F,B,27,3,9,0,3,2,0,0,0,1,1, ,1,M,1,1,3, ,3,2,4,2, ,5,5,5,4,3.9,.43,81.8,12.9,1.2,36.6,40.6,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16755,F,W,27,3,0,0,4,0,0,0,0,1,3,2000,1,S,0,0,1, ,3,2,4,2, ,5,5,3,3,3.6,.38,75.9,21.1,.6,44,46.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16756,F,W,32,3,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,2.3,.44,75.5,9.5,10.8,34.6,35,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16757,F,W,38,4,1,2,7,1,1,0,1,1,3,250,1,M,0,0,5,0,5,3,6,3, ,5,5,7,5,3.6,.44,82,14.5,1.1,41.6,44.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16758,F,W,28,3,1,0,5,1,0,0,0,1,3,1000,1,S,0,0,5,.328542094455852,3,2,4,2, ,7,6,6,4,3.6,.44,82,14.5,1.1,41.6,44.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16759,F,W,33,3,1,0,0,0,0,0,0,1,2,500,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16760,F,W,59,6,1,2,1,0,0,0,0,1,4, ,1,M,1,1,1, ,2,2,3,2, ,1,2,2,2,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16761,M,B,30,3,1,0,5,1,2,0,2,1,2,1500,1,S,0,0,5,.328542094455852,3,2,4,2, ,3,4,7,5,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16762,M,B,26,3,1,0,6,1,1,0,1,1,3,1000,1,S,0,0,1, ,2,2,3,2, ,3,4,5,4,3.3,.42,79.5,14.9,1.7,38.5,39.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16763,M,W,48,5,1,0,0,0,0,0,0,1,3,2500,1,S,0,0,2, ,0,1,1,1, ,0,1,0,1,5.5,.55,98.3,.5,.2,43.5,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16764,M,W,31,3,0,0,5,0,1,0,1,1,2,3000,1,M,1,1,5,0,2,2,3,2, ,1,2,4,3,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16765,F,W,26,3,0,0,1,0,0,0,0,1,3,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16766,M,B,50,5,9,0,1,1,0,0,0,0,1, ,1,F,0,0,1, ,2,2,3,2, ,2,3,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16767,M,W,48,5,0,0,0,0,0,0,0,1,3,1000,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16768,M,A,54,5,9,0,0,0,0,0,0,1,3,2000,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,PRT5007M1,M,M1,0,1,M,0, , , , , ,1,PRT5007M1,PRT, , ,1
16769,M,B,40,4,1,6,8,0,2,0,2,0,1, ,1,F,1,1,3, ,10,6,11,6, ,3,4,8,5,2.7,.4,81.4,15,.8,43.4,43.9,1,0,OBS3751F9,F,F9,0,1,F,1,OBS3751F9,OBS,F9,F,0,1,OBS3751F9,OBS, , ,1
16770,M,B,34,3,1,0,2,1,1,0,1,1,2,33000,1,S,0,0,5,.0985626283367557,6,4,7,4, ,3,4,5,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
16771,F,B,24,2,1,0,1,0,0,0,0,1,3,2000,1,M,0,0,1, ,2,2,3,2, ,1,2,1,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
16772,M,W,35,3,1,0,3,0,0,0,0,1,3,2500,1,M,1,1,5,.985626283367556,2,2,3,2, ,1,2,3,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16773,M,W,65,6,1,1,3,0,3,0,3,1,3,1500,1,M,1,1,1, ,3,2,4,2, ,1,2,4,3,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16774,F,W,43,4,1,0,0,0,0,0,0,1,3,2000,1,M,0,1,5,0,0,1,1,1, ,0,1,0,1,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16775,M,B,30,3,0,0,0,0,0,0,0,1,3,1500,1,S,0,0,5,0,0,1,1,1, ,0,1,0,1,3.4,.41,72.8,23.4,1,43.1,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16776,M, ,55,5,9,0,0,0,0,0,0,1,3,2500,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,1,0,PRT5007M1,M,M1,0,1,M,0, , , , , ,1,PRT5007M1,PRT, , ,1
16777,M,W,54,5,1,0,0,0,0,0,0,1,3,3000,1,M,1,0,1, ,0,1,1,1, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16778,M,B,25,2,1,0,0,0,0,0,0,1,3,2000,1,M,1,1,5,.985626283367556,0,1,1,1, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16779,F,W,59,6,1,0,0,0,0,0,0,1,2,1000,1,M,1,0,1, ,0,1,1,1, ,0,1,0,1,2.9,.39,81.8,13.4,1.1,42.3,44.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16780,M,W,37,4,0,0,0,0,0,0,0,1,2,1500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16781,M,B,24,2,1,0,2,0,0,0,0,1,2,1500,1,M,1,1,1, ,2,2,3,2, ,3,4,4,3,3,.38,62.9,22.1,9.1,34.5,36,1,1,PRT5007M1,M,M1,0,1,M,0, , , , , ,1,PRT5007M1,PRT, , ,1
16782,M,W,26,3,9,0,0,0,0,0,0,1,2,1000,1,M,1,1,3, ,0,1,1,1,1,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,1,0,CON5010M9,M,M9,1,1,M,0, , , , , ,0, , , , ,1
16783,F,B,30,3,1,0,0,0,0,0,0,1,2,1000,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16784,M,W,34,3,1,0,7,1,0,0,0,1,2,2000,1,M,1,1,5,12,3,2,4,2, ,4,4,2,2,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16785,F,W,31,3,0,0,0,0,0,0,0,1,3,1000,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.1,.43,88.3,6.2,3.5,42.6,46,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16786,M,W,42,4,0,0,0,0,0,0,0,1,1, ,1,M,1,0,5,24.3285420944559,0,1,1,1,1,3,4,4,3,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16787,M,W,47,5,9,0,6,0,0,0,0,1,1, ,1,M,1,0,3, ,5,3,6,3, ,3,4,6,4,3,.41,94,2.6,1,43.1,45.5,1,0,KID1010F5,F,F5,8,1,F,1,KID1010F5,KID,F5,F,8,1,KID1010F5,KID,KID1010F5,8,1
16788,M,W,34,3,1,0,0,0,0,0,0,1,1, ,1,F,1,1,5,12,0,1,1,1,2,0,1,0,1,3.3,.39,76.4,16.7,2.9,37.1,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16789,M,W,38,4,1,5,11,3,0,0,0,1,1, ,1,F,0,0,3, ,9,5,10,5, ,3,4,7,5,3.3,.39,76.4,16.7,2.9,37.1,39.2,1,0,CON3283S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
16790,M,B,54,5,99,1,1,0,1,0,1,1,2,10000,1,M,0,0,9, ,4,3,5,3, ,3,4,6,4,3.3,.39,76.4,16.7,2.9,37.1,39.2, , , , , , , , , , , , , , , , , , , ,0
16791,F,W,38,4,9,0,0,0,0,0,0,1,3,1000,1,M,1,1,3, ,0,1,1,1, ,0,1,0,1,3.2,.37,72.3,19,3.6,34.3,36.6,1,0,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
16792,F,W,26,3,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.3,.4,90.8,4.9,1.2,39.8,41.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16793,M,W,33,3,1,0,0,0,0,0,0,1,3,2000,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,5.5,.48,92.3,5.9,.4,38.7,43.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16794,M,W,31,3,0,0,3,0,1,0,1,1,3,5000,1,M,1,1,1, ,4,3,5,3, ,2,3,5,4,5.5,.48,92.3,5.9,.4,38.7,43.4,1,0,PRT5007M1,M,M1,0,1,M,0, , , , , ,1,PRT5007M1,PRT, , ,1
16795,M,B,46,5,1,0,8,1,4,0,4,1,2,2500,1,M,1,0,1, ,3,2,4,2, ,2,3,6,4,3.9,.45,94.7,2.9,.6,44.3,46.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16796,F,W,37,4,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.9,.45,94.7,2.9,.6,44.3,46.6,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16797,M,W,45,4,0,0,0,0,0,0,0,1,3,5000,1,M,1,1,5,0,0,1,1,1, ,0,1,0,1,3.1,.38,76,13.7,5.8,37.6,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16798,F,W,19,2,1,0,0,0,0,0,0,1,2,1500,1,M,0,1,3, ,0,1,1,1,1,0,1,2,2,3.1,.38,76,13.7,5.8,37.6,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16799,F,W,51,5,1,0,1,0,0,0,0,1,3,5000,1,M,1,1,1, ,2,2,3,2, ,1,2,1,2,2.6,.44,66,23.4,6.7,36.5,37,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16800,M,W,35,3,0,0,0,0,0,0,0,0,1, ,1,F,1,1,5,12.1642710472279,3,2,4,2, ,0,1,0,1,2.6,.44,66,23.4,6.7,36.5,37,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16801,M,B,23,2,0,0,0,0,0,0,0,1,3,2500,1,M,1,1,5,3,0,1,1,1, ,0,1,0,1,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16802,M,B,30,3,1,0,6,4,0,0,0,1,3,1000,1,M,0,1,5,12,5,3,6,3, ,7,6,8,5,3.5,.43,76.2,16,4.1,37.4,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16803,M,W,38,4,0,2,3,0,0,0,0,1,3,1000,1,S,0,0,5,0,4,3,5,3, ,2,3,7,5,5.1,.48,45.8,50.8,1.2,37.5,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16804,F,W,36,4,1,0,0,0,0,0,0,1,3,1000,1,S,0,0,2, ,0,1,1,1, ,0,1,0,1,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16805,F,B,30,3,1,0,0,0,0,0,0,1,3,2500,1,S,0,0,5,.328542094455852,0,1,1,1, ,1,2,3,3,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16806,M,W,51,5,1,14,12,0,4,0,4,1,1, ,1,M,1,1,5,12,8,5,9,5,5,2,3,6,4,5.2,.45,52.2,42.3,1.2,34,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16807,F,B,27,3,1,0,1,0,0,0,0,1,3,3500,1,S,0,0,2, ,2,2,3,2, ,1,2,1,2,4.3,.48,65.9,28.4,2.9,27,29.1,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
16808,M,B,27,3,1,0,0,0,0,0,0,1,3,2500,1,M,1,0,5,3,0,1,1,1, ,0,1,0,1,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16809,F,W,32,3,0,0,5,0,2,0,2,1,2,2500,1,M,1,1,1, ,3,2,4,2,3,2,3,4,3,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16810,M,B,27,3,0,0,0,0,0,0,0,1,1, ,1,F,1,1,1, ,0,1,1,1,1,0,1,0,1,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16811,M,B,56,6,0,0,0,0,0,0,0,1,1, ,1,M,1,1,5,6,0,1,1,1, ,0,1,0,1,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16812,M,B,31,3,1,0,1,0,0,0,0,1,3,2000,1,M,1,1,2, ,4,3,5,3, ,2,3,4,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16813,M,W,56,6,9,0,2,1,1,0,1,1,3,2500,1,M,1,1,3, ,3,2,4,2, ,2,3,2,2,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16814,M,B,38,4,0,4,3,1,0,0,0,1,1, ,1,F,0,0,5,60,5,3,6,3, ,3,4,7,5,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16815,M,B,40,4,1,7,3,1,2,0,2,1,3,2000,1,M,1,1,1, ,8,5,9,5, ,3,4,8,5,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16816,M,B,41,4,1,9,6,1,1,0,1,0,2,58529.22,1,M,0,0,1, ,2,2,3,2, ,2,3,5,4,6.7,.5,17.9,77.7,1.3,35.5,40.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16817,M,B,39,4,1,0,7,1,0,0,0,1,3,3000,1,S,0,0,1, ,3,2,4,2, ,2,3,3,3,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16818,M,B,36,4,0,0,3,0,0,0,0,1,3,1500,1,S,0,0,1, ,2,2,3,2, ,1,2,1,2,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16819,M,B,34,3,0,6,0,0,1,1,0,1,3,2000,1,S,0,0,1, ,6,4,7,4, ,4,4,8,5,4.8,.42,40.4,54.6,1.4,33.7,37.3,1,0,WPN5296F6,F,F6,8,1,F,1,WPN5296F6,WPN,F6,F,8,0, , , , ,1
16820,F,B,49,5,1,1,0,0,0,0,0,1,3,3000,1,S,0,0,5,0,3,2,4,2, ,2,3,1,2,4.8,.42,40.4,54.6,1.4,33.7,37.3,1,1,CON5010M9,M,M9,1,1,M,0, , , , , ,0, , , , ,1
16821,M,B,27,3,9,0,6,1,0,0,0,1,3,1500,1,M,1,1,3, ,3,2,4,2, ,4,4,4,3,3.9,.54,45.9,48.8,2.3,33.2,34.4,1,1,CON3210S9,M,S9,0,1,M,1,REC6624F6,REC,F6,F,8,0, , , , ,1
16822,F,B,38,4,1,0,0,0,0,0,0,1,3,5000,1,M,1,0,1, ,0,1,1,1, ,0,1,0,1,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16823,F,B,27,3,1,0,0,0,0,0,0,1,3,2000,1,F,1,1,1, ,0,1,1,1, ,0,1,0,1,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16824,F, ,38,4,1,5,5,0,0,0,0,1,3,1500,1,M,0,0,5,0,7,4,8,4, ,2,3,4,3,3.6,.47,63.6,29.6,3.3,36.8,40.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16825,F,B,30,3,0,3,5,1,1,0,1,1,2,1000,1,F,0,0,5,0,12,6,13,6, ,3,4,8,5,3.6,.47,63.6,29.6,3.3,36.8,40.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16826,F,B,31,3,1,2,2,0,2,2,0,1,3,1000,1,M,0,0,1, ,3,2,4,2, ,1,2,5,4,3.2,.44,87.9,7.5,2.1,37.9,42.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16827,F,B,20,2,9,0,0,0,0,0,0,1,3,1000,1,M,1,1,3, ,0,1,1,1, ,0,1,2,2,3.6,.43,52.4,42.4,1.9,36.4,39.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16828,M,W,46,5,1,0,0,0,0,0,0,1,3,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
16829,M,B,24,2,0,0,0,0,0,0,0,1,1, ,1,F,1,1,1, ,0,1,1,1,1,1,2,3,3,3.2,.42,67.8,20.2,7.2,34.5,37.8,1,0,ASL1315M1,M,M1,0,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
16830,M,B,44,4,0,0,0,0,0,0,0,1,2,2500,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
